name	unknotting_number	three_genus	bridge_index	braid_index	signature	alexander_polynomial	jones_polynomial	homfly_polynomial	determinant	volume
Name	Unknotting Number	Genus	Bridge Index	Braid Index	Signature	Alexander	Jones	HOMFLY	Determinant	Volume
9_42	1	2	3	4	2	1-2*t+ t^2-2*t^3+ t^4	t^(-3)-t^(-2)+ t^(-1)-1+ t-t^2+ t^3	(2*v^(-2)-3+ 2*v^2)+ (v^(-2)-4+ v^2)*z^2+ (-1)*z^4	7	4.056860224
9_43	2	3	3	4	-4	1-3*t+ 2*t^2-t^3+ 2*t^4-3*t^5+ t^6	1-t+ 2*t^2-2*t^3+ 2*t^4-2*t^5+ 2*t^6-t^7	(3*v^2-4*v^4+ 3*v^6-v^8)+ (4*v^2-7*v^4+ 4*v^6)*z^2+ (v^2-5*v^4+ v^6)*z^4+ (-v^4)*z^6	13	5.904085859
9_44	1	2	3	4	0	1-4*t+ 7*t^2-4*t^3+ t^4	t^(-2)-2*t^(-1)+ 3-3*t+ 3*t^2-2*t^3+ 2*t^4-t^5	(v^(-2)-2+ 3*v^2-v^4)+ (-2+ 3*v^2-v^4)*z^2+ (v^2)*z^4	17	7.406767572
9_45	1	2	3	4	2	1-6*t+ 9*t^2-6*t^3+ t^4	-t^(-8)+ 2*t^(-7)-3*t^(-6)+ 4*t^(-5)-4*t^(-4)+ 4*t^(-3)-3*t^(-2)+ 2*t^(-1)	(-v^(-8)+ 2*v^(-6)-2*v^(-4)+ 2*v^(-2))+ (2*v^(-6)-2*v^(-4)+ 2*v^(-2))*z^2+ (-v^(-4))*z^4	23	8.602031166
9_46	2	1	3	4	0	2-5*t+ 2*t^2	t^(-6)-t^(-5)+ t^(-4)-2*t^(-3)+ t^(-2)-t^(-1)+ 2	(v^(-6)-v^(-4)-v^(-2)+ 2)+ (-v^(-4)-v^(-2))*z^2	9	4.751701966
9_47	2	3	3	4	-2	1-4*t+ 6*t^2-5*t^3+ 6*t^4-4*t^5+ t^6	-t^(-2)+ 3*t^(-1)-3+ 5*t-5*t^2+ 4*t^3-4*t^4+ 2*t^5	(1+ v^2-2*v^4+ v^6)+ (-2+ 4*v^2-3*v^4)*z^2+ (-1+ 4*v^2-v^4)*z^4+ (v^2)*z^6	27	10.04995786
9_48	2	2	3	4	2	1-7*t+ 11*t^2-7*t^3+ t^4	-2*t^(-6)+ 3*t^(-5)-4*t^(-4)+ 6*t^(-3)-4*t^(-2)+ 4*t^(-1)-3+ t	(-2*v^(-6)+ 3*v^(-4))+ (3*v^(-4)-v^(-2)+ 1)*z^2+ (-v^(-2))*z^4	27	9.531879836
9_49	3	2	3	4	-4	3-6*t+ 7*t^2-6*t^3+ 3*t^4	t^2-2*t^3+ 4*t^4-4*t^5+ 5*t^6-4*t^7+ 3*t^8-2*t^9	(4*v^6-3*v^8)+ (2*v^4+ 6*v^6-2*v^8)*z^2+ (v^4+ 2*v^6)*z^4	25	9.427073628
10_1	1	1	2	6	0	4-9*t+ 4*t^2	t^(-2)-t^(-1)+ 2-2*t+ 2*t^2-2*t^3+ 2*t^4-2*t^5+ t^6-t^7+ t^8	(v^(-2)-v^6+ v^8)+ (-1-v^2-v^4-v^6)*z^2	17	3.526195991
10_2	3	4	2	3	-6	1-3*t+ 3*t^2-3*t^3+ 3*t^4-3*t^5+ 3*t^6-3*t^7+ t^8	t-t^2+ 2*t^3-2*t^4+ 3*t^5-3*t^6+ 3*t^7-3*t^8+ 2*t^9-2*t^10+ t^11	(4*v^4-4*v^6+ v^8)+ (10*v^4-14*v^6+ 6*v^8)*z^2+ (6*v^4-16*v^6+ 5*v^8)*z^4+ (v^4-7*v^6+ v^8)*z^6+ (-v^6)*z^8	23	5.11484146
10_3	2	1	2	6	0	6-13*t+ 6*t^2	t^(-4)-t^(-3)+ 2*t^(-2)-3*t^(-1)+ 4-4*t+ 3*t^2-3*t^3+ 2*t^4-t^5+ t^6	(v^(-4)-v^2+ v^6)+ (-v^(-2)-2-2*v^2-v^4)*z^2	25	5.732104787
10_4	2	2	2	5	2	3-7*t+ 7*t^2-7*t^3+ 3*t^4	t^(-5)-2*t^(-4)+ 3*t^(-3)-3*t^(-2)+ 4*t^(-1)-4+ 3*t-3*t^2+ 2*t^3-t^4+ t^5	(v^(-4)-2*v^2+ 2*v^4)+ (v^(-4)-2*v^(-2)-2-3*v^2+ v^4)*z^2+ (-v^(-2)-1-v^2)*z^4	27	5.817129693
10_5	2	4	2	3	4	1-3*t+ 5*t^2-5*t^3+ 5*t^4-5*t^5+ 5*t^6-3*t^7+ t^8	-t^(-9)+ 2*t^(-8)-3*t^(-7)+ 4*t^(-6)-5*t^(-5)+ 5*t^(-4)-4*t^(-3)+ 4*t^(-2)-2*t^(-1)+ 2-t	(-3*v^(-6)+ 5*v^(-4)-v^(-2))+ (-7*v^(-6)+ 17*v^(-4)-6*v^(-2))*z^2+ (-5*v^(-6)+ 17*v^(-4)-5*v^(-2))*z^4+ (-v^(-6)+ 7*v^(-4)-v^(-2))*z^6+ (v^(-4))*z^8	33	7.373935134
10_6	3	3	2	4	-4	2-6*t+ 7*t^2-7*t^3+ 7*t^4-6*t^5+ 2*t^6	1-t+ 3*t^2-4*t^3+ 5*t^4-6*t^5+ 6*t^6-5*t^7+ 3*t^8-2*t^9+ t^10	(3*v^2-2*v^4-v^6+ v^8)+ (4*v^2-4*v^4-4*v^6+ 3*v^8)*z^2+ (v^2-4*v^4-4*v^6+ v^8)*z^4+ (-v^4-v^6)*z^6	37	8.390937607
10_7	1	2	2	5	-2	3-11*t+ 15*t^2-11*t^3+ 3*t^4	t^(-1)-2+ 4*t-5*t^2+ 7*t^3-7*t^4+ 6*t^5-5*t^6+ 3*t^7-2*t^8+ t^9	(1+ v^4-2*v^6+ v^8)+ (1-v^2-2*v^6+ v^8)*z^2+ (-v^2-v^4-v^6)*z^4	43	9.115906396
10_8	2	3	2	4	-4	2-5*t+ 5*t^2-5*t^3+ 5*t^4-5*t^5+ 2*t^6	t^(-2)-t^(-1)+ 2-3*t+ 4*t^2-4*t^3+ 4*t^4-4*t^5+ 3*t^6-2*t^7+ t^8	(3-3*v^2+ v^6)+ (4-7*v^2-3*v^4+ 3*v^6)*z^2+ (1-5*v^2-4*v^4+ v^6)*z^4+ (-v^2-v^4)*z^6	29	6.083234837
10_9	1	4	2	3	-2	1-3*t+ 5*t^2-7*t^3+ 7*t^4-7*t^5+ 5*t^6-3*t^7+ t^8	t^(-3)-2*t^(-2)+ 3*t^(-1)-4+ 6*t-6*t^2+ 6*t^3-5*t^4+ 3*t^5-2*t^6+ t^7	(3-4*v^2+ 2*v^4)+ (7-16*v^2+ 7*v^4)*z^2+ (5-17*v^2+ 5*v^4)*z^4+ (1-7*v^2+ v^4)*z^6+ (-v^2)*z^8	39	8.294099675
10_10	1	2	2	5	0	3-11*t+ 17*t^2-11*t^3+ 3*t^4	-t^(-7)+ 2*t^(-6)-3*t^(-5)+ 5*t^(-4)-6*t^(-3)+ 7*t^(-2)-7*t^(-1)+ 6-4*t+ 3*t^2-t^3	(-v^(-6)+ 2*v^(-4)-v^(-2)+ 1)+ (-v^(-6)+ 2*v^(-4)+ 1-v^2)*z^2+ (v^(-4)+ v^(-2)+ 1)*z^4	45	9.180573644
10_11	[2, 3]	2	2	5	-2	4-11*t+ 13*t^2-11*t^3+ 4*t^4	t^(-3)-t^(-2)+ 3*t^(-1)-5+ 6*t-7*t^2+ 7*t^3-6*t^4+ 4*t^5-2*t^6+ t^7	(2*v^(-2)-1-v^2+ v^6)+ (v^(-2)-2-4*v^2-v^4+ v^6)*z^2+ (-1-2*v^2-v^4)*z^4	43	9.370442441
10_12	2	3	2	4	2	2-6*t+ 10*t^2-11*t^3+ 10*t^4-6*t^5+ 2*t^6	-t^(-8)+ 2*t^(-7)-4*t^(-6)+ 6*t^(-5)-7*t^(-4)+ 8*t^(-3)-7*t^(-2)+ 6*t^(-1)-3+ 2*t-t^2	(-2*v^(-6)+ 2*v^(-4)+ 2*v^(-2)-1)+ (-3*v^(-6)+ 5*v^(-4)+ 5*v^(-2)-3)*z^2+ (-v^(-6)+ 4*v^(-4)+ 4*v^(-2)-1)*z^4+ (v^(-4)+ v^(-2))*z^6	47	9.817495191
10_13	2	2	2	6	0	2-13*t+ 23*t^2-13*t^3+ 2*t^4	t^(-4)-2*t^(-3)+ 5*t^(-2)-7*t^(-1)+ 8-9*t+ 8*t^2-6*t^3+ 4*t^4-2*t^5+ t^6	(v^(-4)-1+ v^2-v^4+ v^6)+ (-2*v^(-2)-1-2*v^4)*z^2+ (1+ v^2)*z^4	53	10.57848019
10_14	2	3	2	4	-4	2-8*t+ 12*t^2-13*t^3+ 12*t^4-8*t^5+ 2*t^6	1-2*t+ 4*t^2-6*t^3+ 9*t^4-9*t^5+ 9*t^6-8*t^7+ 5*t^8-3*t^9+ t^10	(v^2+ v^4-v^6)+ (3*v^2-v^4-2*v^6+ 2*v^8)*z^2+ (v^2-3*v^4-3*v^6+ v^8)*z^4+ (-v^4-v^6)*z^6	57	10.93768941
10_15	2	3	2	4	2	2-6*t+ 9*t^2-9*t^3+ 9*t^4-6*t^5+ 2*t^6	-t^(-6)+ 2*t^(-5)-4*t^(-4)+ 6*t^(-3)-6*t^(-2)+ 7*t^(-1)-6+ 5*t-3*t^2+ 2*t^3-t^4	(-2*v^(-4)+ 3*v^(-2)+ 1-v^2)+ (-3*v^(-4)+ 5*v^(-2)+ 4-3*v^2)*z^2+ (-v^(-4)+ 4*v^(-2)+ 4-v^2)*z^4+ (v^(-2)+ 1)*z^6	43	8.973449326
10_16	2	2	2	5	-2	4-12*t+ 15*t^2-12*t^3+ 4*t^4	t^(-3)-2*t^(-2)+ 4*t^(-1)-5+ 7*t-8*t^2+ 7*t^3-6*t^4+ 4*t^5-2*t^6+ t^7	(v^(-2)+ 1-2*v^2+ v^6)+ (v^(-2)-1-4*v^2-v^4+ v^6)*z^2+ (-1-2*v^2-v^4)*z^4	47	9.546642305
10_17	1	4	2	3	0	1-3*t+ 5*t^2-7*t^3+ 9*t^4-7*t^5+ 5*t^6-3*t^7+ t^8	-t^(-5)+ 2*t^(-4)-3*t^(-3)+ 5*t^(-2)-6*t^(-1)+ 7-6*t+ 5*t^2-3*t^3+ 2*t^4-t^5	(-2*v^(-2)+ 5-2*v^2)+ (-7*v^(-2)+ 16-7*v^2)*z^2+ (-5*v^(-2)+ 17-5*v^2)*z^4+ (-v^(-2)+ 7-v^2)*z^6+ (1)*z^8	41	8.536755599
10_18	1	2	2	5	-2	4-14*t+ 19*t^2-14*t^3+ 4*t^4	t^(-3)-2*t^(-2)+ 4*t^(-1)-6+ 8*t-9*t^2+ 9*t^3-7*t^4+ 5*t^5-3*t^6+ t^7	(v^(-2)-v^2+ v^4)+ (v^(-2)-1-3*v^2+ v^6)*z^2+ (-1-2*v^2-v^4)*z^4	55	10.63984427
10_19	2	3	2	4	-2	2-7*t+ 11*t^2-11*t^3+ 11*t^4-7*t^5+ 2*t^6	-t^(-4)+ 2*t^(-3)-3*t^(-2)+ 6*t^(-1)-7+ 8*t-8*t^2+ 7*t^3-5*t^4+ 3*t^5-t^6	(-v^(-2)+ 3-v^2)+ (-3*v^(-2)+ 5+ v^2-2*v^4)*z^2+ (-v^(-2)+ 4+ 3*v^2-v^4)*z^4+ (1+ v^2)*z^6	51	9.844771303
10_20	2	2	2	5	-2	3-9*t+ 11*t^2-9*t^3+ 3*t^4	t^(-1)-1+ 3*t-4*t^2+ 5*t^3-6*t^4+ 5*t^5-4*t^6+ 3*t^7-2*t^8+ t^9	(2-v^2-v^6+ v^8)+ (1-2*v^2-v^4-2*v^6+ v^8)*z^2+ (-v^2-v^4-v^6)*z^4	35	8.317378718
10_21	2	3	2	4	-4	2-7*t+ 9*t^2-9*t^3+ 9*t^4-7*t^5+ 2*t^6	1-2*t+ 4*t^2-5*t^3+ 7*t^4-7*t^5+ 7*t^6-6*t^7+ 3*t^8-2*t^9+ t^10	(v^2+ 2*v^4-3*v^6+ v^8)+ (3*v^2-5*v^6+ 3*v^8)*z^2+ (v^2-3*v^4-4*v^6+ v^8)*z^4+ (-v^4-v^6)*z^6	45	9.675141144
10_22	2	3	2	4	0	2-6*t+ 10*t^2-13*t^3+ 10*t^4-6*t^5+ 2*t^6	t^(-4)-2*t^(-3)+ 4*t^(-2)-6*t^(-1)+ 8-8*t+ 7*t^2-6*t^3+ 4*t^4-2*t^5+ t^6	(2*v^(-2)-1-2*v^2+ 2*v^4)+ (3*v^(-2)-5-5*v^2+ 3*v^4)*z^2+ (v^(-2)-4-4*v^2+ v^4)*z^4+ (-1-v^2)*z^6	49	9.981866518
10_23	1	3	2	4	2	2-7*t+ 13*t^2-15*t^3+ 13*t^4-7*t^5+ 2*t^6	-t^(-8)+ 2*t^(-7)-4*t^(-6)+ 7*t^(-5)-9*t^(-4)+ 10*t^(-3)-9*t^(-2)+ 8*t^(-1)-5+ 3*t-t^2	(-2*v^(-6)+ 3*v^(-4))+ (-3*v^(-6)+ 6*v^(-4)+ 2*v^(-2)-2)*z^2+ (-v^(-6)+ 4*v^(-4)+ 3*v^(-2)-1)*z^4+ (v^(-4)+ v^(-2))*z^6	59	11.39322463
10_24	2	2	2	5	-2	4-14*t+ 19*t^2-14*t^3+ 4*t^4	t^(-1)-2+ 5*t-7*t^2+ 9*t^3-9*t^4+ 8*t^5-7*t^6+ 4*t^7-2*t^8+ t^9	(1+ v^2-v^4-v^6+ v^8)+ (1-3*v^4-v^6+ v^8)*z^2+ (-v^2-2*v^4-v^6)*z^4	55	10.97745474
10_25	2	3	2	4	-4	2-8*t+ 14*t^2-17*t^3+ 14*t^4-8*t^5+ 2*t^6	1-2*t+ 5*t^2-7*t^3+ 10*t^4-11*t^5+ 10*t^6-9*t^7+ 6*t^8-3*t^9+ t^10	(2*v^2-2*v^6+ v^8)+ (3*v^2-2*v^4-3*v^6+ 2*v^8)*z^2+ (v^2-3*v^4-3*v^6+ v^8)*z^4+ (-v^4-v^6)*z^6	65	11.8757796
10_26	1	3	2	4	0	2-7*t+ 13*t^2-17*t^3+ 13*t^4-7*t^5+ 2*t^6	t^(-4)-3*t^(-3)+ 6*t^(-2)-8*t^(-1)+ 10-10*t+ 9*t^2-7*t^3+ 4*t^4-2*t^5+ t^6	(v^(-2)+ 1-3*v^2+ 2*v^4)+ (2*v^(-2)-2-6*v^2+ 3*v^4)*z^2+ (v^(-2)-3-4*v^2+ v^4)*z^4+ (-1-v^2)*z^6	61	11.35201756
10_27	1	3	2	4	2	2-8*t+ 16*t^2-19*t^3+ 16*t^4-8*t^5+ 2*t^6	-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 9*t^(-5)-11*t^(-4)+ 12*t^(-3)-11*t^(-2)+ 9*t^(-1)-5+ 3*t-t^2	(-v^(-6)+ v^(-4)+ v^(-2))+ (-2*v^(-6)+ 3*v^(-4)+ 3*v^(-2)-2)*z^2+ (-v^(-6)+ 3*v^(-4)+ 3*v^(-2)-1)*z^4+ (v^(-4)+ v^(-2))*z^6	71	12.38413197
10_28	2	2	2	5	0	4-13*t+ 19*t^2-13*t^3+ 4*t^4	-t^(-7)+ 2*t^(-6)-4*t^(-5)+ 6*t^(-4)-7*t^(-3)+ 9*t^(-2)-8*t^(-1)+ 7-5*t+ 3*t^2-t^3	(-v^(-6)+ 3*v^(-2)-1)+ (-v^(-6)+ v^(-4)+ 4*v^(-2)-v^2)*z^2+ (v^(-4)+ 2*v^(-2)+ 1)*z^4	53	10.26467495
10_29	2	3	2	5	-2	1-7*t+ 15*t^2-17*t^3+ 15*t^4-7*t^5+ t^6	t^(-3)-2*t^(-2)+ 5*t^(-1)-7+ 9*t-11*t^2+ 10*t^3-8*t^4+ 6*t^5-3*t^6+ t^7	(2*v^(-2)-2+ v^2-v^4+ v^6)+ (v^(-2)-5+ 3*v^2-4*v^4+ v^6)*z^2+ (-2+ 3*v^2-2*v^4)*z^4+ (v^2)*z^6	63	11.60290525
10_30	1	2	2	5	-2	4-17*t+ 25*t^2-17*t^3+ 4*t^4	t^(-1)-3+ 6*t-8*t^2+ 11*t^3-11*t^4+ 10*t^5-8*t^6+ 5*t^7-3*t^8+ t^9	(2*v^2-v^4)+ (1+ v^2-2*v^4+ v^8)*z^2+ (-v^2-2*v^4-v^6)*z^4	67	11.82875757
10_31	1	2	2	5	0	4-14*t+ 21*t^2-14*t^3+ 4*t^4	-t^(-5)+ 2*t^(-4)-4*t^(-3)+ 7*t^(-2)-8*t^(-1)+ 10-9*t+ 7*t^2-5*t^3+ 3*t^4-t^5	(-v^(-4)+ v^(-2)+ 2-v^2)+ (-v^(-4)+ v^(-2)+ 3-v^4)*z^2+ (v^(-2)+ 2+ v^2)*z^4	57	11.04426403
10_32	1	3	2	4	0	2-8*t+ 15*t^2-19*t^3+ 15*t^4-8*t^5+ 2*t^6	t^(-4)-3*t^(-3)+ 6*t^(-2)-9*t^(-1)+ 11-11*t+ 11*t^2-8*t^3+ 5*t^4-3*t^5+ t^6	(v^(-2)-1+ v^2)+ (2*v^(-2)-3-2*v^2+ 2*v^4)*z^2+ (v^(-2)-3-3*v^2+ v^4)*z^4+ (-1-v^2)*z^6	69	12.09093687
10_33	1	2	2	5	0	4-16*t+ 25*t^2-16*t^3+ 4*t^4	-t^(-5)+ 3*t^(-4)-5*t^(-3)+ 8*t^(-2)-10*t^(-1)+ 11-10*t+ 8*t^2-5*t^3+ 3*t^4-t^5	(1)+ (-v^(-4)+ 2-v^4)*z^2+ (v^(-2)+ 2+ v^2)*z^4	65	11.53567393
10_34	2	2	2	5	0	3-9*t+ 13*t^2-9*t^3+ 3*t^4	-t^(-7)+ 2*t^(-6)-3*t^(-5)+ 4*t^(-4)-5*t^(-3)+ 6*t^(-2)-5*t^(-1)+ 5-3*t+ 2*t^2-t^3	(-v^(-6)+ v^(-4)+ 2-v^2)+ (-v^(-6)+ 2*v^(-4)+ v^(-2)+ 2-v^2)*z^2+ (v^(-4)+ v^(-2)+ 1)*z^4	37	8.422266668
10_35	2	2	2	6	0	2-12*t+ 21*t^2-12*t^3+ 2*t^4	t^(-6)-2*t^(-5)+ 4*t^(-4)-6*t^(-3)+ 7*t^(-2)-8*t^(-1)+ 8-6*t+ 4*t^2-2*t^3+ t^4	(v^(-6)-v^(-4)+ 1-v^2+ v^4)+ (-2*v^(-4)-2*v^2)*z^2+ (v^(-2)+ 1)*z^4	49	10.39449679
10_36	2	2	2	5	-2	3-13*t+ 19*t^2-13*t^3+ 3*t^4	t^(-1)-2+ 4*t-6*t^2+ 8*t^3-8*t^4+ 8*t^5-6*t^6+ 4*t^7-3*t^8+ t^9	(1-v^2+ 2*v^4-v^6)+ (1-v^2+ v^4-v^6+ v^8)*z^2+ (-v^2-v^4-v^6)*z^4	51	10.47618554
10_37	2	2	2	5	0	4-13*t+ 19*t^2-13*t^3+ 4*t^4	-t^(-5)+ 2*t^(-4)-4*t^(-3)+ 7*t^(-2)-8*t^(-1)+ 9-8*t+ 7*t^2-4*t^3+ 2*t^4-t^5	(-v^(-4)+ v^(-2)+ 1+ v^2-v^4)+ (-v^(-4)+ v^(-2)+ 3+ v^2-v^4)*z^2+ (v^(-2)+ 2+ v^2)*z^4	53	10.96581053
10_38	2	2	2	5	-2	4-15*t+ 21*t^2-15*t^3+ 4*t^4	t^(-1)-2+ 5*t-7*t^2+ 9*t^3-10*t^4+ 9*t^5-7*t^6+ 5*t^7-3*t^8+ t^9	(1+ v^2-2*v^4+ v^6)+ (1-3*v^4+ v^8)*z^2+ (-v^2-2*v^4-v^6)*z^4	59	11.34931355
10_39	2	3	2	4	-4	2-8*t+ 13*t^2-15*t^3+ 13*t^4-8*t^5+ 2*t^6	1-2*t+ 5*t^2-7*t^3+ 9*t^4-10*t^5+ 10*t^6-8*t^7+ 5*t^8-3*t^9+ t^10	(2*v^2-v^4)+ (3*v^2-2*v^4-2*v^6+ 2*v^8)*z^2+ (v^2-3*v^4-3*v^6+ v^8)*z^4+ (-v^4-v^6)*z^6	61	11.58951873
10_40	2	3	2	4	2	2-8*t+ 17*t^2-21*t^3+ 17*t^4-8*t^5+ 2*t^6	-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 9*t^(-5)-12*t^(-4)+ 13*t^(-3)-11*t^(-2)+ 10*t^(-1)-6+ 3*t-t^2	(-v^(-6)+ 3*v^(-2)-1)+ (-2*v^(-6)+ 3*v^(-4)+ 4*v^(-2)-2)*z^2+ (-v^(-6)+ 3*v^(-4)+ 3*v^(-2)-1)*z^4+ (v^(-4)+ v^(-2))*z^6	75	12.88874033
10_41	2	3	2	5	-2	1-7*t+ 17*t^2-21*t^3+ 17*t^4-7*t^5+ t^6	t^(-3)-3*t^(-2)+ 6*t^(-1)-8+ 11*t-12*t^2+ 11*t^3-9*t^4+ 6*t^5-3*t^6+ t^7	(v^(-2)-1+ 2*v^2-2*v^4+ v^6)+ (v^(-2)-4+ 4*v^2-4*v^4+ v^6)*z^2+ (-2+ 3*v^2-2*v^4)*z^4+ (v^2)*z^6	71	12.3766155
10_42	1	3	2	5	0	1-7*t+ 19*t^2-27*t^3+ 19*t^4-7*t^5+ t^6	-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 10*t^(-2)-12*t^(-1)+ 14-13*t+ 10*t^2-7*t^3+ 4*t^4-t^5	(-v^(-4)+ 3*v^(-2)-2+ v^2)+ (-v^(-4)+ 4*v^(-2)-5+ 3*v^2-v^4)*z^2+ (2*v^(-2)-3+ 2*v^2)*z^4+ (-1)*z^6	81	13.23984837
10_43	2	3	2	5	0	1-7*t+ 17*t^2-23*t^3+ 17*t^4-7*t^5+ t^6	-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 9*t^(-2)-11*t^(-1)+ 13-11*t+ 9*t^2-6*t^3+ 3*t^4-t^5	(-v^(-4)+ 2*v^(-2)-1+ 2*v^2-v^4)+ (-v^(-4)+ 4*v^(-2)-4+ 4*v^2-v^4)*z^2+ (2*v^(-2)-3+ 2*v^2)*z^4+ (-1)*z^6	73	12.60259611
10_44	1	3	2	5	-2	1-7*t+ 19*t^2-25*t^3+ 19*t^4-7*t^5+ t^6	t^(-3)-3*t^(-2)+ 6*t^(-1)-9+ 12*t-13*t^2+ 13*t^3-10*t^4+ 7*t^5-4*t^6+ t^7	(v^(-2)-2+ 3*v^2-v^4)+ (v^(-2)-4+ 5*v^2-3*v^4+ v^6)*z^2+ (-2+ 3*v^2-2*v^4)*z^4+ (v^2)*z^6	79	12.96899421
10_45	2	3	2	5	0	1-7*t+ 21*t^2-31*t^3+ 21*t^4-7*t^5+ t^6	-t^(-5)+ 4*t^(-4)-7*t^(-3)+ 11*t^(-2)-14*t^(-1)+ 15-14*t+ 11*t^2-7*t^3+ 4*t^4-t^5	(2*v^(-2)-3+ 2*v^2)+ (-v^(-4)+ 3*v^(-2)-6+ 3*v^2-v^4)*z^2+ (2*v^(-2)-3+ 2*v^2)*z^4+ (-1)*z^6	89	13.71607598
10_46	3	4	3	3	-6	1-3*t+ 4*t^2-5*t^3+ 5*t^4-5*t^5+ 4*t^6-3*t^7+ t^8	t-t^2+ 3*t^3-3*t^4+ 4*t^5-5*t^6+ 4*t^7-4*t^8+ 3*t^9-2*t^10+ t^11	(6*v^4-8*v^6+ 3*v^8)+ (11*v^4-18*v^6+ 7*v^8)*z^2+ (6*v^4-17*v^6+ 5*v^8)*z^4+ (v^4-7*v^6+ v^8)*z^6+ (-v^6)*z^8	31	7.716999809
10_47	[2, 3]	4	3	3	4	1-3*t+ 6*t^2-7*t^3+ 7*t^4-7*t^5+ 6*t^6-3*t^7+ t^8	-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 5*t^(-6)-6*t^(-5)+ 7*t^(-4)-5*t^(-3)+ 5*t^(-2)-3*t^(-1)+ 2-t	(-5*v^(-6)+ 9*v^(-4)-3*v^(-2))+ (-8*v^(-6)+ 21*v^(-4)-7*v^(-2))*z^2+ (-5*v^(-6)+ 18*v^(-4)-5*v^(-2))*z^4+ (-v^(-6)+ 7*v^(-4)-v^(-2))*z^6+ (v^(-4))*z^8	41	9.385194157
10_48	2	4	3	3	0	1-3*t+ 6*t^2-9*t^3+ 11*t^4-9*t^5+ 6*t^6-3*t^7+ t^8	-t^(-5)+ 2*t^(-4)-4*t^(-3)+ 6*t^(-2)-7*t^(-1)+ 9-7*t+ 6*t^2-4*t^3+ 2*t^4-t^5	(-4*v^(-2)+ 9-4*v^2)+ (-8*v^(-2)+ 20-8*v^2)*z^2+ (-5*v^(-2)+ 18-5*v^2)*z^4+ (-v^(-2)+ 7-v^2)*z^6+ (1)*z^8	49	10.37890145
10_49	3	3	3	4	-6	3-8*t+ 12*t^2-13*t^3+ 12*t^4-8*t^5+ 3*t^6	t^3-2*t^4+ 5*t^5-6*t^6+ 9*t^7-10*t^8+ 9*t^9-8*t^10+ 5*t^11-3*t^12+ t^13	(v^6+ 5*v^8-7*v^10+ 2*v^12)+ (4*v^6+ 12*v^8-10*v^10+ v^12)*z^2+ (4*v^6+ 9*v^8-3*v^10)*z^4+ (v^6+ 2*v^8)*z^6	59	11.45319337
10_50	2	3	3	4	-4	2-7*t+ 11*t^2-13*t^3+ 11*t^4-7*t^5+ 2*t^6	1-2*t+ 5*t^2-6*t^3+ 8*t^4-9*t^5+ 8*t^6-7*t^7+ 4*t^8-2*t^9+ t^10	(2*v^2+ v^4-4*v^6+ 2*v^8)+ (3*v^2-v^4-6*v^6+ 3*v^8)*z^2+ (v^2-3*v^4-4*v^6+ v^8)*z^4+ (-v^4-v^6)*z^6	53	11.19888979
10_51	[2, 3]	3	3	4	2	2-7*t+ 15*t^2-19*t^3+ 15*t^4-7*t^5+ 2*t^6	-t^(-8)+ 2*t^(-7)-5*t^(-6)+ 8*t^(-5)-10*t^(-4)+ 12*t^(-3)-10*t^(-2)+ 9*t^(-1)-6+ 3*t-t^2	(-3*v^(-6)+ 4*v^(-4)+ v^(-2)-1)+ (-3*v^(-6)+ 7*v^(-4)+ 3*v^(-2)-2)*z^2+ (-v^(-6)+ 4*v^(-4)+ 3*v^(-2)-1)*z^4+ (v^(-4)+ v^(-2))*z^6	67	12.63137952
10_52	2	3	3	4	-2	2-7*t+ 13*t^2-15*t^3+ 13*t^4-7*t^5+ 2*t^6	-t^(-4)+ 2*t^(-3)-4*t^(-2)+ 7*t^(-1)-8+ 10*t-9*t^2+ 8*t^3-6*t^4+ 3*t^5-t^6	(-2*v^(-2)+ 4-v^4)+ (-3*v^(-2)+ 6+ 2*v^2-2*v^4)*z^2+ (-v^(-2)+ 4+ 3*v^2-v^4)*z^4+ (1+ v^2)*z^6	59	11.53754818
10_53	3	2	3	5	-4	6-18*t+ 25*t^2-18*t^3+ 6*t^4	t^2-3*t^3+ 7*t^4-9*t^5+ 12*t^6-12*t^7+ 11*t^8-9*t^9+ 5*t^10-3*t^11+ t^12	(3*v^6-3*v^10+ v^12)+ (v^4+ 6*v^6+ 2*v^8-3*v^10)*z^2+ (v^4+ 3*v^6+ 2*v^8)*z^4	73	12.88684742
10_54	[2, 3]	3	3	4	2	2-6*t+ 10*t^2-11*t^3+ 10*t^4-6*t^5+ 2*t^6	-t^(-6)+ 2*t^(-5)-4*t^(-4)+ 6*t^(-3)-7*t^(-2)+ 8*t^(-1)-6+ 6*t-4*t^2+ 2*t^3-t^4	(-2*v^(-4)+ 2*v^(-2)+ 3-2*v^2)+ (-3*v^(-4)+ 5*v^(-2)+ 5-3*v^2)*z^2+ (-v^(-4)+ 4*v^(-2)+ 4-v^2)*z^4+ (v^(-2)+ 1)*z^6	47	10.59131113
